Name,Abductive reasoning,Active listening,Clarifying,Critiquing,Decision making,Deductive reasoning,Defining the problem,Delegation,Digging deep,Drawing,Explaining in simple terms,Facilitating,Goal setting,Identifying core components,Identifying key insights,Identifying known and unknown,Identifying obstacles,Identifying patterns,Improvising,Inductive reasoning,Mentoring,Observing,Pivoting,Persuading,Prioritizing,Record-keeping,Reframing,Representing ideas visually,Story building,Story telling,Synthesizing information,Trust building,Understanding tradeoffs,Working under time pressure
1,NA,NA,NA,NA,NA,NA,8.843373493975903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
944252,7.066115071950865,7.099689452116152,7.214875654740766,7.371899943706417,7.11570235323315,-2.1487609611069853,7.214875654740766,4.64462721643369,-2.7190083905685043,5.165288625669874,5.280991861642885,5.396693836558947,-2.049587659599367,-2.1818183079238764,4.669420857074833,4.785124093047843,-4.107439655902957,-4.074379786972172,2.4876031796794287,-4.132232035487151,3.504132357510654,3.702478960525891,-2.4214872249887005,3.4793387168695116,-6.322314680115251,-6.041323449000839,1.4297516877986194,2.4132222577560043,-2.3884298781718103,1.322313419058304,2.5123968203205713,1.8429748282944853,1.835226894410189,-6.396694340981728
1569899,4.759358288770052,6.834223946148061,6.877004858006767,6.973261705694352,8.577539780560663,4.663101441082469,-1.700534922553894,-0.32085643095128447,7.33689823252632,2.299464424663686,1.2834216439150232,-3.0053474303872827,7.625667959611047,-2.2459901207908572,1.326203371751756,-1.5935830508961395,6.577540106951872,5.871657101228276,5.593582398113719,-0.5561502222071351,-4.203209698518967,-5.818181981377423,1.7647050663749155,7.957553149544619,-3.2192511737027907,-4.40641760188628,4.834224272539272,8.941176307392631,-0.5240643343185987,-2.673797607421874,3.3582889332490815,0.8342241093436655,3.657752868325952,8.62032069241937
1557143,1.7525773195876297,-2.865120274914089,5.335051546391753,3.6383161512027495,5.8934707903780055,-2.8823024054982813,7.79209621993127,4.239690721649485,-4.192439862542955,3.560996563573884,1.486254295532646,-4.6091065292096225,3.625429553264606,-1.9201030927835046,-1.898625429553265,1.8685567010309274,5.773195876288659,7.341065292096221,-3.7714776632302405,-1.9286941580756007,0.8762886597938131,-1.576460481099657,-2.9295532646048104,6.404639175257731,0.6529209621993122,-6.095360824742269,-3.7714776632302405,7.8994845360824755,4.209621993127149,5.262027491408933,-4.510309278350515,6.370274914089347,-3.9175257731958766,2.5300687285223376
1569682,1.4718614718614713,-2.7792213076636907,-5.298701034479843,4.389610125388934,6.935064802954209,1.558441558441558,6.961580086580085,-2.3549780907569,4.086579822358631,4.684523545302355,-5.324676645782603,-3.2121217405641236,4.0086582728794635,-3.4285719570143405,-0.37229463651582684,0.7965365323153417,-0.034631506189123584,-0.12987012987012925,-4.554113082555466,-3.264068999847809,-4.138528402749594,3.255952116730924,3.2126620734408817,1.6883116883116873,0.4675319390895556,-1.9740262382474292,5.593614454393263,7.142857142857142,2.5887440603016785,4.051948316169508,5.991342387674175,-1.1168825884402054,-0.12987012987012925,1.6801948051948052
1571278,1.428571428571427,6.256745353577628,3.187697879851809,-1.9051591176835316,5.779364449637276,-0.10714334154885918,5.79206315297929,2.5246029808407737,2.5115082755921385,4.720237368629093,4.1111113533141115,-0.22738138834635357,2.562697879851809,4.057142469618055,-1.9884914822048607,-3.906746516152034,4.413492111932664,1.1059521871899811,-4.740477062406994,-1.636904761904761,-2.9198419480096724,-5.393650115482391,-2.7484130859375,7.991666036938867,3.1369042774987594,-3.423810686383929,-1.600396292550224,-5.026586623418899,-4.842064267113095,-2.553570459759424,5.011904277498759,6.744841318281868,1.7706347268725189,2.0353177994016605
1571202,1.0864978902953588,1.189345991561181,3.9009757383966246,2.540875527426161,6.7497362869198305,5.427874472573839,2.1288238396624486,7.456487341772153,-4.2919303797468356,-1.5058016877637126,-2.9364451476793256,5.531381856540085,2.8250263713080166,3.9741561181434584,4.852979957805907,-2.787447257383966,4.712552742616033,-4.684862869198312,1.1715453586497873,-1.3482331223628705,-1.136603375527427,-5.636867088607595,4.1811708860759484,0.6902689873417707,5.34941983122363,-6.14121835443038,2.629878691983123,2.352979957805907,-4.79628164556962,7.0352056962025316,0.8201476793248936,6.3390031645569636,0.7871835443037973,-7.6002109704641345
1569895,3.9802631578947363,3.8034539473684212,2.2121710526315788,5.719572368421053,7.055921052631579,3.4251644736842106,4.037828947368421,2.249177631578947,7.434210526315791,1.467927631578947,5.8305921052631575,3.9103618421052637,1.4309210526315788,5.43174342105263,4.72861842105263,1.2623355263157894,2.3684210526315788,1.2047697368421062,4.613486842105264,5.160361842105264,3.9967105263157894,5.43174342105263,3.28125,6.52549342105263,4.967105263157894,0.5797697368421062,2.77138157894737,3.4498355263157894,4.786184210526317,6.089638157894736,5.715460526315789,1.8873355263157894,3.223684210526317,0.9745065789473699
1571271,2.833020637898686,4.508818148672022,1.569231044060741,1.5939966598997408,6.309192650313673,6.22138790967988,-1.6337702824519234,-0.07054427327626556,-1.621762502931519,-0.021013041598264337,-0.10881778223205885,6.369981604713885,-4.637148858905958,4.881050152805464,5.618761359638837,-1.5234512414985915,-2.174108909621247,5.843152015786233,6.393245961831614,6.267917769040221,-2.300187159210835,0.08855479743198735,1.6142584995749303,6.179361826483351,-0.9253284676213642,2.288930581613508,2.6138838147132972,6.240900837681753,6.265665308395871,5.840149498343692,3.275796915308396,-1.990243077949108,0.09831126143292579,NA
1571266,4.219408638869659,-0.1804973103326084,2.4660102425748285,2.4542899473809996,7.590541276247691,3.105953554563886,5.119549715066258,4.770276677256396,7.585852900637853,2.6371301578570012,0.9798402424100079,3.8373182594524646,3.699015685777624,0.9027775631675219,2.6207214870533377,-1.35724353387889,6.394749251096059,4.864333913296084,4.9789023097557354,0.11486133945642152,1.2001874577647005,3.762306825018131,5.818389377513515,7.7473037655343475,6.807313428146426,0.5508673945559739,1.1301566981062106,-1.1697136601315279,-1.518987985602914,2.393342352114649,1.2845756434187106,1.1462730697438683,8.096870390171741,7.494139208572324
